,Name,Search_name,Exclude_entries
5973,Fletchers Fish Bar,fletchers fish bar,
5974,Xing Long,xing long,
5975,Xing's Kitchen,xing's kitchen,
5976,Romeo's Pizzeria,romeo's pizzeria,
5977,Romeo's Pizza,romeo's pizza,
5978,Flavour Of India,flavour of india,
5979,Xpress Pizza,xpress pizza,
5980,Shish Cafe,shish cafe,
5981,Frost Shakes,frost shakes,
5982,Romeo Pizza,romeo pizza,
5983,Xpress Grill,xpress grill,
5984,Mings Chinese Takeaway,mings chinese takeaway,
5985,Flavours By Kumar,flavours by kumar,
5986,Xoxo Grill House,xoxo grill house,
5987,Elfida Restaurant,elfida restaurant,
5988,Serendip Flavours,serendip flavours,
5989,Mings,mings,
5990,Alfie's Burger Joint,alfie's burger joint,
5991,Frost Burgers,frost burgers,
5992,Waki Maki,waki maki,
5993,Fogah's Caribbean Cuisine,fogah's caribbean cuisine,
5994,Wowburger,wowburger,
5995,Eggwich,eggwich,
5996,Mighty Flames,mighty flames,
5997,Luxury Bakery,luxury bakery,
5998,Drinky,drinky,
5999,Freddy's,freddy's,
6000,Shake and Grill,shake and grill,
6001,Rose of India,rose of india,
6002,Woo Lot,woo lot,
6003,Rose's Cafe,rose's cafe,
6004,Amalfi,amalfi,
6005,Shakedown,shakedown,
6006,Ruchita Tandoori,ruchita tandoori,
6007,Ruchita,ruchita,
6008,Eddie's Cafe,eddie's cafe,
6009,West 9 News and Wine,west 9 news and wine,
6010,Wong's Chinese Takeaway,wong's chinese takeaway,
6011,Shake?,shake?,
6012,Drumstick,drumstick,
6013,Rudie's Jerk Shack,rudie's jerk shack,
6014,Wood & Flames Pizza,wood & flames pizza,
6015,Mikel Coffee,mikel coffee,
6016,Wood Fire Smoke,wood fire smoke,
6017,Shake Express,shake express,
6018,Eds Burger,eds burger,
6019,Food Palace,food palace,
6020,Milan Pizza,milan pizza,
6021,Drinks & Snacks Xpress,drinks & snacks xpress,
6022,Shake It Up,shake it up,
6023,Freddys Chicken & Pizza,freddys chicken & pizza,
6024,Shake N Bake,shake n bake,
6025,Aluna,aluna,
6026,Wood Oven Pizza,wood oven pizza,
6027,Wood Oven Kitchen,wood oven kitchen,
6028,Wood Oven,wood oven,
6029,Eden Garden,eden garden,
6030,Rudie’s Jerk Shack,rudie’s jerk shack,
6031,Luxxo Burgers,luxxo burgers,
6032,Rosehill Cafe,rosehill cafe,
6033,Ruchi Indian Takeaway,ruchi indian takeaway,
6034,All Night Kebabs,all night kebabs,
6035,Duke of York,duke of york,
6036,Dudubar,dudubar,
6037,Ambar Fish,ambar fish,
6038,Wokswagon,wokswagon,
6039,Franksters,franksters,
6040,Shaketown,shaketown,
6041,Meadway Fish Bar,meadway fish bar,
6042,Woksta,woksta,
6043,Eatigo,eatigo,
6044,Amaretto,amaretto,
6045,Ameens,ameens,
6046,Meat & More,meat & more,
6047,Meat And Greek,meat and greek,
6048,Amelia's,amelia's,
6049,Dukes Donuts & Coffee,dukes donuts & coffee,
6050,Michigan Fried Chicken,michigan fried chicken,
6051,Arroy Thai,arroy thai,
6052,Shakes and Waffles,shakes and waffles,
6053,Shakes N Cakes,shakes n cakes,
6054,Ebbw Vale Fish Bar & Desserts,ebbw vale fish bar & desserts,
6055,Roshies,roshies,
6056,Fratello's,fratello's,
6057,West End Fish Bar,west end fish bar,
6058,Lush Desserts,lush desserts,
6059,Fratelli's,fratelli's,
6060,Wonderful Chinese Takeaway,wonderful chinese takeaway,
6061,Amathus Drinks,amathus drinks,
6062,West Kebab,west kebab,
6063,Ruchee,ruchee,
6064,Ecco Pizza,ecco pizza,
6065,Wonder Food,wonder food,
6066,Fratelli,fratelli,
6067,Artisan Spice,artisan spice,
6068,Midland Kebabs,midland kebabs,
6069,Shakes & Cakes,shakes & cakes,
6070,West Midlands Jerk Centre,west midlands jerk centre,
6071,Shake City,shake city,
6072,Shake Box,shake box,
6073,Als Gongcha,als gongcha,
6074,Milkshake Factory,milkshake factory,
6075,Fresh Fillingz,fresh fillingz,
6076,Food Factory,food factory,
6077,Eggcellent,eggcellent,
6078,Shahi Veggie Biryani,shahi veggie biryani,
6079,EggStop,eggstop,
6080,Allo Pizza,allo pizza,
6081,EggFree Cakebox,eggfree cakebox,
6082,Roosters Pizza,roosters pizza,
6083,Shake A Shake,shake a shake,
6084,Allstars Sports Bar,allstars sports bar,
6085,Allstarz Desserts,allstarz desserts,
6086,Roosters Ranch,roosters ranch,
6087,Dragon Place,dragon place,
6088,Fresh Burger,fresh burger,
6089,Roosters Spot Vauxhall,roosters spot vauxhall,
6090,Dragon i,dragon i,
6091,Alley Cats,alley cats,
6092,Food Corner,food corner,
6093,Dragon Inn Chinese Takeaway,dragon inn chinese takeaway,
6094,Milkshakes & Sides,milkshakes & sides,
6095,McDonald's® - The Bell,mcdonald's® - the bell,
6096,Fresh Shawarma,fresh shawarma,
6097,All Stars,all stars,
6098,Roosters Grill,roosters grill,
6099,All Stars Desserts,all stars desserts,
6100,Roosters Grill House,roosters grill house,
6101,Worldwide Foods,worldwide foods,
6102,Food 4 Thought,food 4 thought,
6103,All Wrapped Up,all wrapped up,
6104,McDonald's® - The Peel Centre,mcdonald's® - the peel centre,
6105,Eggfree CakeBox,eggfree cakebox,
6106,Shahi Nan Kabab,shahi nan kabab,
6107,Allens Fried Chicken,allens fried chicken,
6108,Food Box,food box,
6109,Dragon I,dragon i,
6110,Shahjalal Knight,shahjalal knight,
6111,Fresh Almalaky,fresh almalaky,
6112,Woodyz Pizza Co,woodyz pizza co,
6113,Welcome Chinese Takeaway,welcome chinese takeaway,
6114,Efes Turkish Restaurant,efes turkish restaurant,
6115,Welcome Inn,welcome inn,
6116,Welcome Inn Fish Bar,welcome inn fish bar,
6117,Aloha Poke,aloha poke,
6118,Milano Takeaway,milano takeaway,
6119,M S I Stores,m s i stores,
6120,Food Junkee,food junkee,
6121,Efes Grill,efes grill,
6122,M K Pizza 4 U,m k pizza 4 u,
6123,Dreamy Desserts,dreamy desserts,
6124,McDonald's® - Victoria Road,mcdonald's® - victoria road,
6125,Shake & Go,shake & go,
6126,Shake & Grill,shake & grill,
6127,Food Max,food max,
6128,Dribble Tea,dribble tea,
6129,Welcome Fish Bar,welcome fish bar,
6130,Welcome Chinese,welcome chinese,
6131,Food Fix,food fix,
6132,Food House,food house,
6133,Fresh 2 Go,fresh 2 go,
6134,Dragons Den,dragons den,
6135,Food For Thought,food for thought,
6136,Fresh & Tasty,fresh & tasty,
6137,Woodys Burgers Chicken Ribs,woodys burgers chicken ribs,
6138,Drakes,drakes,
6139,Drakes Fish & Chips,drakes fish & chips,
6140,Woodys,woodys,
6141,Almahmud Restaurant,almahmud restaurant,
6142,Egg Free Cakebox,egg free cakebox,
6143,Drakes Fisheries,drakes fisheries,
6144,Londis - Langney,londis - langney,
6145,McDonald's® - Tunbridge Wells Business Park,mcdonald's® - tunbridge wells business park,
6146,Milanos Pizza,milanos pizza,
6147,Dream Cafe,dream cafe,
6148,Lebaneat,lebaneat,
6149,Lotus Leaf,lotus leaf,
6150,Barden Lane Fish Bar,barden lane fish bar,
6151,Mr Chans,mr chans,
6152,Belgian Chips,belgian chips,
6153,Layers,layers,
6154,Mr Chicken,mr chicken,
6155,Zingo,zingo,
6156,Manny’s,manny’s,
6157,24/7 Alcohol City,24/7 alcohol city,
6158,Smart Pizza,smart pizza,
6159,24/7 Alcohol Delivery,24/7 alcohol delivery,
6160,Belash Tandoori,belash tandoori,
6161,FODAL Express 食全超市,fodal express 食全超市,
6162,USA Chicken Express,usa chicken express,
6163,Sofishticated Chips (EMEA),sofishticated chips (emea),
6164,Salad & Gym Food,salad & gym food,
6165,Bay Leaves,bay leaves,
6166,Market Plaice Fish Bar,market plaice fish bar,
6167,Lal Akash,lal akash,
6168,Valentina,valentina,
6169,Moza Indian Restaurant,moza indian restaurant,
6170,Dessert Time,dessert time,
6171,Zeugma Turkish Cuisine,zeugma turkish cuisine,
6172,Moza,moza,
6173,24/7 Alcohol Bottle,24/7 alcohol bottle,
6174,FIGO,figo,
6175,Smashers,smashers,
6176,Mrs Potts Chocolate House,mrs potts chocolate house,
6177,Valentino’s,valentino’s,
6178,Masala Bowl,masala bowl,
6179,Twisted Kimchi,twisted kimchi,
6180,Land of Pizza,land of pizza,
6181,FISH & CHIPS @ 157,fish & chips @ 157,
6182,Land of Munchies,land of munchies,
6183,Bang Bang Burger,bang bang burger,
6184,Manna Grill,manna grill,
6185,La Nuova,la nuova,
6186,Mattancherry,mattancherry,
6187,Valentino's Pizzeria,valentino's pizzeria,
6188,Zee Desserts,zee desserts,
6189,Valentino's Pizza,valentino's pizza,
6190,Zinger Chicken,zinger chicken,
6191,Marinara Woodfire Oven Pizzeria,marinara woodfire oven pizzeria,
6192,Manor Cafe,manor cafe,
6193,Smashie's,smashie's,
6194,Sama,sama,
6195,Vadi Restaurant,vadi restaurant,
6196,Mattys Desserts,mattys desserts,
6197,Red Onion,red onion,
6198,Manor Stores Off License,manor stores off license,
6199,24/7 Booze,24/7 booze,
6200,Barleys,barleys,
6201,Lal Qila Takeaway,lal qila takeaway,
6202,Bangkok Lounge,bangkok lounge,
6203,5 Star Pizza,5 star pizza,
6204,A10 Enfield Charcoal Grill & Pizza,a10 enfield charcoal grill & pizza,
6205,Barkingside Kebabish,barkingside kebabish,
6206,Bay Spice,bay spice,
6207,Falafel Plus,falafel plus,
6208,Fabio's,fabio's,
6209,Dhillons Golden Fry,dhillons golden fry,
6210,Turkish Mangal,turkish mangal,
6211,Falafel Munch,falafel munch,
6212,La Divina,la divina,
6213,Vagabond Wines,vagabond wines,
6214,Sal's Cafe,sal's cafe,
6215,Get Smashed,get smashed,
6216,Lal Qela Desserts,lal qela desserts,
6217,Beano Cafe,beano cafe,
6218,Mazar,mazar,
6219,Fez Mangal,fez mangal,
6220,Mrs Chew's Chinese Kitchen,mrs chew's chinese kitchen,
6221,wagamama,wagamama,
6222,Market Street Chippy,market street chippy,
6223,Go to Go Pizza,go to go pizza,
6224,SanZBoba,sanzboba,
6225,Dessert Treatz,dessert treatz,
6226,Bedlington Spice,bedlington spice,
6227,24/7 Alcohol London LTD,24/7 alcohol london ltd,
6228,Dessert Village,dessert village,
6229,Salvation in Noodles,salvation in noodles,
6230,Vakas Balti,vakas balti,
6231,Bekash Tandoori,bekash tandoori,
6232,Zeera Restaurant,zeera restaurant,
6233,Unique Pizza,unique pizza,
6234,Sofra Grill 2,sofra grill 2,
6235,Dessert Stop,dessert stop,
6236,Diamond Fish Bar,diamond fish bar,
6237,Red Hot Mamma,red hot mamma,
6238,Mucca,mucca,
6239,Masala Curry House,masala curry house,
6240,Zorba the Greek,zorba the greek,
6241,Dessert Power,dessert power,
6242,Baturello Cafe Pizzeria,baturello cafe pizzeria,
6243,Matane Sushi,matane sushi,
6244,Barracuda,barracuda,
6245,Moti Mahal Restaurant,moti mahal restaurant,
6246,Vampire Vape,vampire vape,
6247,Feast,feast,
6248,Turkish BBQ,turkish bbq,
6249,Manhattan Grill House,manhattan grill house,
6250,Real Spice,real spice,
6251,Fanellis Pizza,fanellis pizza,
6252,57Main.co.uk,57main.co.uk,
6253,Zinga,zinga,
6254,Lailaty,lailaty,
6255,Bella Calabria,bella calabria,
6256,Muchachos,muchachos,
6257,Ban Di Bul,ban di bul,
6258,Marjorie’s Tearooms and Bistro,marjorie’s tearooms and bistro,
6259,Farm Fried Chicken,farm fried chicken,
6260,Mr Sweet Tooth,mr sweet tooth,
6261,Maray Restaurant,maray restaurant,
6262,Mr T's,mr t's,
6263,La Casita,la casita,
6264,Mr Ribs Kitchen,mr ribs kitchen,
6265,May's Chinese Cuisine,may's chinese cuisine,
6266,Soho Sweets & Coffee House,soho sweets & coffee house,
6267,Bella Italia,bella italia,
6268,Bamboo Vegan Chinese,bamboo vegan chinese,
6269,Diamond City,diamond city,
6270,Bambu,bambu,
6271,Samosawalla,samosawalla,
6272,FARMACY Vegan,farmacy vegan,
6273,Bambukat,bambukat,
6274,Dessert Palace,dessert palace,
6275,Mucho Mexicano,mucho mexicano,
6276,Sapore Vero,sapore vero,
6277,Feast Burgers,feast burgers,
6278,Mu Mu Street Food,mu mu street food,
6279,Farmyard Frozen,farmyard frozen,
6280,Family Pizza,family pizza,
6281,Marinatto Gourmet Pizza - Foodstars,marinatto gourmet pizza - foodstars,
6282,Far East,far east,
6283,Dial a Curry,dial a curry,
6284,Saltish,saltish,
6285,Banbury Pizza House,banbury pizza house,
6286,Zaza Pizza,zaza pizza,
6287,Manila Flavours,manila flavours,
6288,Fairfax Cafe,fairfax cafe,
6289,Marinatto Gourmet Pizza,marinatto gourmet pizza,
6290,La Rocca,la rocca,
6291,Dial A Pizza,dial a pizza,
6292,Desi Downtown Desserts,desi downtown desserts,
6293,Manjal Indian Restaurant,manjal indian restaurant,
6294,Glorious Grill,glorious grill,
6295,Dessert Station,dessert station,
6296,Far East Chinese Takeaway,far east chinese takeaway,
6297,Usa Fried Chicken,usa fried chicken,
6298,Mr Toppings,mr toppings,
6299,Lazeeza,lazeeza,
6300,Unico Gelato & Caffè,unico gelato & caffè,
6301,Baxters Bakery,baxters bakery,
6302,Desi Downtown,desi downtown,
6303,Snoopy Pizza,snoopy pizza,
6304,Two Bro's Pizza & Dessert,two bro's pizza & dessert,
6305,Red Hot Goodies,red hot goodies,
6306,Georgio's Fish Bar,georgio's fish bar,
6307,Glorious Catering and Restaurant,glorious catering and restaurant,
6308,Turkish Best Kebab,turkish best kebab,
6309,Marine Fish Bar,marine fish bar,
6310,Laithwaite's,laithwaite's,
6311,Lazio Pizza,lazio pizza,
6312,Giovanis,giovanis,
6313,Laithwaite's Wine,laithwaite's wine,
6314,Lasani,lasani,
6315,Banaras Paan,banaras paan,
6316,Şirin's Turkish Cuisine,şirin's turkish cuisine,
6317,Dial a Kebab,dial a kebab,
6318,Fillets Fish and Chips,fillets fish and chips,
6319,Gillingham Grill Kebab,gillingham grill kebab,
6320,Sanam Kebabish,sanam kebabish,
6321,Mr Boba Tea,mr boba tea,
6322,Go Taco,go taco,
6323,Bee Sweet,bee sweet,
6324,Tutti's,tutti's,
6325,Gills Pizzeria,gills pizzeria,
6326,Ghost Whale,ghost whale,
6327,Uziis Cookies,uziis cookies,
6328,La Scala,la scala,
6329,Deniz Kebab,deniz kebab,
6330,Maxeez Peri Peri,maxeez peri peri,
6331,V-izza - Wood Green,v-izza - wood green,
6332,Martellas,martellas,
6333,Beer + Burger,beer + burger,
6334,Dessertology,dessertology,
6335,Beer and Fried Chicken Co.,beer and fried chicken co.,
6336,Up All Night,up all night,
6337,Zenith Fried Chicken,zenith fried chicken,
6338,Farm Pizza,farm pizza,
6339,4550 Miles From Delhi,4550 miles from delhi,
6340,Go Desserts,go desserts,
6341,Manzil Tandoori,manzil tandoori,
6342,Martini Restaurant,martini restaurant,
6343,Falafel Bar,falafel bar,
6344,Sando,sando,
6345,Giuseppe's,giuseppe's,
6346,Santa Maria,santa maria,
6347,Go Local,go local,
6348,Ginger & Mint,ginger & mint,
6349,Fiesta Takeaway,fiesta takeaway,
6350,Famous Chicken Peri Peri,famous chicken peri peri,
6351,Rendezvous,rendezvous,
6352,Mozzarella Bar,mozzarella bar,
6353,Sakonis,sakonis,
6354,Go Halloumi,go halloumi,
6355,Tuscany Pizza,tuscany pizza,
6356,Go Grill,go grill,
6357,Dhaka Biriyani House,dhaka biriyani house,
6358,Smash N' Slide,smash n' slide,
6359,Mr. Doner,mr. doner,
6360,Uzbek Corner,uzbek corner,
6361,UK's Fried Chicken,uk's fried chicken,
6362,Marlowe's Burgers,marlowe's burgers,
6363,Sanchos Kebab & Pizza,sanchos kebab & pizza,
6364,Twice as Nice,twice as nice,
6365,Bangkok Palace,bangkok palace,
6366,Maxin Chicken & Pizza,maxin chicken & pizza,
6367,Zizou Lounge Desserts,zizou lounge desserts,
6368,Beef Belly,beef belly,
6369,Sanskruti Restaurant,sanskruti restaurant,
6370,La Margherita,la margherita,
6371,V Bun,v bun,
6372,Smoke Shack,smoke shack,
6373,Dera Restaurant,dera restaurant,
6374,Red Racha Chicken,red racha chicken,
6375,A&D Great Quality Food,a&d great quality food,
6376,Beer & Bubbly,beer & bubbly,
6377,Red Fort,red fort,
6378,La Maschera,la maschera,
6379,Mayflower Chinese Restaurant,mayflower chinese restaurant,
6380,Sam's Pizza,sam's pizza,
6381,UK Kebab,uk kebab,
6382,Beeches Buffet,beeches buffet,
6383,Latin Groove Kitchen,latin groove kitchen,
6384,Farm Girl,farm girl,
6385,FYA Grill,fya grill,
6386,Banyan,banyan,
6387,Smoke Yard,smoke yard,
6388,Beef Belly Grill House,beef belly grill house,
6389,Maxim,maxim,
6390,Desi Palace,desi palace,
6391,A'la Pizza,a'la pizza,
6392,Sakonis - Indian Vegetarian Cuisine,sakonis - indian vegetarian cuisine,
6393,Desserts Delivered,desserts delivered,
6394,Twins Cafe,twins cafe,
6395,La Mama Acasa,la mama acasa,
6396,Laughing Buddha,laughing buddha,
6397,A Burgers - Dirty Vegan Burgers 🌱,a burgers - dirty vegan burgers 🌱,
6398,Marsh Hill Chippy,marsh hill chippy,
6399,Go Burrito,go burrito,
6400,Latte is 라떼는말이야,latte is 라떼는말이야,
6401,Latte Is,latte is,
6402,Desi Kitchen,desi kitchen,
6403,Desi Khana,desi khana,
6404,Favorita Gourmet Kitchen,favorita gourmet kitchen,
6405,FY6,fy6,
6406,Banjos,banjos,
6407,Zero Sushi,zero sushi,
6408,VEGN by Patri,vegn by patri,
6409,La Rueda,la rueda,
6410,Renzo's Desserts,renzo's desserts,
6411,Turko Kebab,turko kebab,
6412,Mr Biggs Caribbean,mr biggs caribbean,
6413,Snack Bar,snack bar,
6414,Maui Poke,maui poke,
6415,Bangla Pride,bangla pride,
6416,Fernandez Grillhouse,fernandez grillhouse,
6417,Marmaris Kebab and Pizza,marmaris kebab and pizza,
6418,Smokeworks,smokeworks,
6419,Farmhouse,farmhouse,
6420,24/7 Liquor,24/7 liquor,
6421,Glazed Handmade Donuts,glazed handmade donuts,
6422,Bangla Spice,bangla spice,
6423,UK Chicken & Pizza,uk chicken & pizza,
6424,Smash Burgers,smash burgers,
6425,Lala's Takeaway,lala's takeaway,
6426,Favourable Chicken & Kebab,favourable chicken & kebab,
6427,Fab's Chicken & Pizza,fab's chicken & pizza,
6428,Barkerend Fisheries,barkerend fisheries,
6429,Sam & Harry's,sam & harry's,
6430,La Rosetta,la rosetta,
6431,Mr P Taste of Home,mr p taste of home,
6432,24/7 Booze Delivery,24/7 booze delivery,
6433,Twist Dessert Lounge,twist dessert lounge,
6434,US Pizza,us pizza,
6435,Ginger Blue,ginger blue,
6436,Zeit & Zaatar,zeit & zaatar,
6437,May Flower,may flower,
6438,Regency Oriental Supermarket,regency oriental supermarket,
6439,Beirut Street Kitchen,beirut street kitchen,
6440,Relish,relish,
6441,La Vera Pizza,la vera pizza,
6442,Social Theory,social theory,
6443,La Famiglia,la famiglia,
6444,Reemona Pizza,reemona pizza,
6445,Zest Salad Bar,zest salad bar,
6446,Smash Burger Co,smash burger co,
6447,Fancy Fry,fancy fry,
6448,Twins Pizza,twins pizza,
6449,BaoziInn 人民公社,baoziinn 人民公社,
6450,Lavash,lavash,
6451,Maryland Chicken,maryland chicken,
6452,Zitano,zitano,
6453,Red Camel,red camel,
6454,Smokers Paradise,smokers paradise,
6455,tamatanga,tamatanga,
6456,Demore,demore,
6457,La Friends Pizzeria,la friends pizzeria,
6458,Maverick VS Saucybird,maverick vs saucybird,
6459,Relish Real Burgers,relish real burgers,
6460,Beijing Noodles,beijing noodles,
6461,247 Munchies,247 munchies,
6462,Beacon Bite,beacon bite,
6463,Dhamaka,dhamaka,
6464,Beijing City,beijing city,
6465,Marhaba,marhaba,
6466,FRICKIN Chicken & Waffles,frickin chicken & waffles,
6467,Zen Spice,zen spice,
6468,Uno Pizza,uno pizza,
6469,Mr. Liquor,mr. liquor,
6470,BaoBurger,baoburger,
6471,Beacon Fish Bar,beacon fish bar,
6472,Gills Fry Fry,gills fry fry,
6473,FRESH,fresh,
6474,La Rustica,la rustica,
6475,Fatto a Mano Pizza,fatto a mano pizza,
6476,Saminos,saminos,
6477,Turkuaz Restaurant,turkuaz restaurant,
6478,40°Cha Taiwanese Bubble Tea,40°cha taiwanese bubble tea,
6479,La Fiesta,la fiesta,
6480,Gills Golden Takeaway,gills golden takeaway,
6481,Lamezia,lamezia,
6482,A Touch of Spice,a touch of spice,
6483,La Valle,la valle,
6484,Fattoush,fattoush,
6485,La Unica,la unica,
6486,Mr Parmo,mr parmo,
6487,Smashd,smashd,
6488,Mr. Thaifood,mr. thaifood,
6489,Fiesta del Asado,fiesta del asado,
6490,Turner's Pies,turner's pies,
6491,Dessert Meister,dessert meister,
6492,Smack Lobster Roll,smack lobster roll,
6493,Vanilla Gorilla Shakes,vanilla gorilla shakes,
6494,Smokin Patties & Desserts,smokin patties & desserts,
6495,Marmaris Turkish Restaurant,marmaris turkish restaurant,
6496,Eywan BBQ,eywan bbq,
6497,Lara Restaurant,lara restaurant,
6498,Balti Bites,balti bites,
6499,Bellissimo Italiano,bellissimo italiano,
6500,Desi Dera Restaurant,desi dera restaurant,
6501,Mangal Pharmacy,mangal pharmacy,
6502,Genji,genji,
6503,Master Fu's,master fu's,
6504,Delight,delight,
6505,Smashville Burger Co,smashville burger co,
6506,3Bz,3bz,
6507,11Eleven,11eleven,
6508,La Pondicherry,la pondicherry,
6509,Le Raj,le raj,
6510,Ginsengs,ginsengs,
6511,Fat Bites,fat bites,
6512,Mangal Plus,mangal plus,
6513,La Pizzoteca,la pizzoteca,
6514,🎉 Patty & Bun Catering - 2 DAYS ADVANCE ORDER ONLY,🎉 patty & bun catering - 2 days advance order only,
6515,🎉 Paul Catering - 2 Days Advance Order Only,🎉 paul catering - 2 days advance order only,
